1/10/2012,Carmin,"Dear Laundress-
I have an amazing pair of 55% wool, 45% silk black vintage
pants. Somehow they have yellowed in patches. Is there any hope?  ","Dear Camrin,
You can treat the yellowing with Stain Solution, gently working it into the fabric with a stain brush.  Next, make a bath with tepid water and Wool & Cashmere Shampoo and allow the pants to soak for 30 minutes.  Rinse well under cold water and press the water out, do not wring or twist.  Do not use the dryer, lay the pants flat to dry. Steaming while damp is best to reduce creasing.  

To avoid yellowing on fabrics, its best to launder prior to storage, removing all body oils, perfumes, and even starch as this can cause fabric to discolor. You can also reference our Stain Removal recipe and Washing Wool & Cashmere recipe for more information.  
 
Best-
The Laundress","S-020, C-006, A-056, A-028",Antique & Vintage Items,Yellowing Garments 
1/7/2014,Hailey,"Dear Laundress-
There are splashes of baby formula on my silk blouse. Which product do you recommend to treat such stains?","Dear Hailey-
Our best recommendation would be to treat said stain with Stain Solution. Simply apply the solution directly to the soiled areas and gently work it into the fabric. For added cleaning power, put the stained fabric under the faucet running lukewarm water to help work in the solution. Allow the blouse to soak in a basin of lukewarm water for 30 minutes and wash per normal routine using Delicate Wash. You may have to repeat the pretreat process if the stains do not come up on the first try.

For more information on caring for your delicates, please visit the link below:
http://blog.thelaundress.com/wordpress/project/recipe-for-washing-silks-delicates/

Best-
The Laundress ","S-020, L-005, A-028, A-023",Baby,Formula 
8/8/2006,Lee ,"Dear Laundress-
How do you remove child's urine stains from white?","Dear Lee-
I suggest washing the whites in multiples loads to fully remove the urine stains. For the first load, use hot water and 1 cup of vinegar. You may also use a couple tablespoons of ammonia instead if you are comfortable.

For the second load, pretreat the soiled areas with Stain Solution and leave to soak. Follow by machine washing in hot water with Whites Detergent. Do not put your items in the dryer until satisfied with stain removal.

Best-
The Laundress","S-002, S-020, H-02",Baby,Poop & Urine
5/6/2007,Nicole,"Dear Laundress-
Do you know how to get urine out of a velvet couch cushion? My daughter took a nap on our velvet couch and I can't get the smell out! The velvet is also crispy from treating it with warm water.  Help!","Dear Nicole-
Velvet can be tricky, especially since you've washed it with water. We recommend spot-cleaning with a water-free dry cleaning product and wiping in the direction of the pile. When the fabric is dry, brush gently with a suede brush, first against, then with the pile. In regards to the odor, you can LIGHTLY spray the stain with one of our Fabric Fresh or put white vinegar such as our Scented Vinegar with water in a spray bottle to help reduce the urine smell. You do not want to saturate the stain, however.

Best-
The Laundress","A-030, S-010, L-013, H-02",Baby,Poop & Urine 
8/28/2012,Stacie,"Dear Laundress-
Can I use the Unscented Signature Detergent on baby and children clothes? I currently use 7th Generation Free and Clear on the entire household's clothing, but would like to try Laundress' products without breaking the budget.","Dear Stacie-
Yes, you can use the Unscented Signature Detergent to treat both children's and baby clothes. All of our products are formulated to be non-toxic and allergen free. We use all plant based ingredients; no harsh chemicals. I've linked below additional information about our product. I hope this helps, please let me know if you have any further questions.
http://www.thelaundress.com/our-story/#why-the-laundress

Best-
The Laundress","S-00, B-004, B-012",Baby,Safe
1/16/2008,Beth,"Dear Laundress-
I am allergic to fragrance and it appears my 2 ½ year old daughter is too.  We both get hives from anything with major fragrance.  I see you use natural plant-derived ingredients and wanted to double check the fragrance.

We use Ecover detergent now and it smells like lavender, but is plant-derived and natural so we do not have problems with it.  We also quit using dryer sheets due to this allergy issue.  Are your detergents safe for our sensitive skin?  ","Dear Beth-
Fragrance and allergies are tricky. If Ecover isn’t problematic, I believe our products wouldn’t be either as they are all plant-derived and non-toxic . We also offer Unscented Signature Detergent which will be agreeable with such an issue.

Best-
The Laundress","S-00, B-004, B-012",Baby,Sensitive Skin
1/16/2013,Uhuru,"Dear Laundress-
Any recommendations of which products to use for someone with eczema or other skin conditions? ","Dear Uhuru-
Thank you for reaching out. There are no known allergens in our products. They are all gentle and safe to use against skin. 

Best-
The Laundress","S-00, B-004, B-012",Baby,Sensitive Skin // Allergens
1/7/2014,Jane,"Dear Laundress-
My child is sick with the flu! She got physcially ill and some of the mess got on my jeans. What's the best remedy for this icky stain?","Dear Jane-
No worries! Simply apply the Stain Solution to the soiled areas and gently work it into the fabric. For added cleaning power, pour boiling water from a height onto the area being treated. To remove the odor, presoak your jeans in a basin of cool water and Scented Vinegar for roughly 30 minutes.  

Once the pretreat is finished, launder the jeans per usual - turning inside out and washing in cold water with either the Denim Wash or Darks Detergent.

For more information on washing denim, please visit the link below.
http://blog.thelaundress.com/wordpress/project/recipe-for-washing-denim/

Best-
The Laundress","S-020, H-02, S-019, S-003",Baby,Throw Up
7/18/2006,Linda,"Dear Laundress-
How can I get permanent marker to set into a T-shirt?  My son and his classmates sign each other's shirts at the end of the year, but it washes out in a few washes. ","Dear Linda-
This is a funny request! People usually want to remove permanent marker from clothing, not set it in! The best way would be to iron the shirt on the highest temperature to try to set in the ink.

Best-
The Laundress","S-009, S-016, SMS-014",Baby,Toys & Crafts
7/3/2012,Annabel,"Dear Laundress-
I have a problem and I am wondering if some combination of your products might be able to help me.   I washed my white duvet cover with with a pink shirt by accident and now it is stained slightly pink.   The duvet has a an embroidered border in purple, therefore I am reluctant to bleach it.   The sheets are 100% cotton sateen.   Is there any chance you can help?  ","Dear Annabel-
My best recommendation would be to soak with our All-Purpose Bleach Alternative. This is an oxygen bleaching agent that is safe for use on both whites and colors.  If you have a presoak setting on your machine, you can add the bleach alternative directly to the drum of the machine. Otherwise presoak in a warm water bath for about an hour. Once you are satisfied with the removal, you can then launder as normal. 

Best-
The Laundress","H-01, S-002, S-001","Bedding, Sheets & Towels",Bleach
4/25/2006,Linda,"Dear Laundress-
My white pillow cases have yellowed where our heads are situated. I was wondering if I should use the Whites Detergent or Stain Solution to remove this yellowing.","Dear Linda-
I have the same issues!  I use our ""Pit Stain"" process to remove the natural oils from the body on fabric which I have listed below for you.

Pretreat: Apply Stain Solution to the yellowed area and gently work it into the fabric. For tougher stains, sprinkle All-Purpose Bleach Alternative into the Stain Solution to create a powerful cleaning paste. Pouring hot water from a height will help work the solution into the fabric as well. 

Wash: Machine wash in hot water and Whites Detergent which contains optical brightener. Adding All-Purpose Bleach Alternative directly to the drum of the machine will add a whitening boost.

Dry: Do not dry itmes that have any remaining stains. Once the stains are removed, it is safe to machine dry!

Best-
The Laundress","S-020, S-002, H-01, A-028","Bedding, Sheets & Towels",Dinginess & Yellowing
8/19/2006,Debi,"Dear Laundress-
I am looking for a product with which to wash my fine bed linens.  I use Linen Wash by Le Blanc which was recommended to me at the store where I purchase my bedding.  My sheets are white and seem to be getting yellowish in areas.  Does your Whites Detergent work on fine linens? If so, will it whiten them without causing damage?
","Dear Debi-
You can wash your linens in Whites Detergent as we do not use bleach or any harsh chemicals like other brands. Please try our Whites Detergent and Stain Solution for tough stains.

Best-
The Laundress","S-002, H-01, S-020","Bedding, Sheets & Towels",Sheets & Towels
9/25/2006,Linda,"Dear Laundress-
What product do you suggest for towels? I love your products so much! ","Dear Linda-
Thank you for your kind message-we are thrilled that you love our products.

We recommend using Delicate Wash on fine linens or Whites Detergent or Signature Detergent on colors. The Whites Detergent is perfect for white towels and the Darks Detergent works well for darkly colored towels.

You should also try our Stain Solution to pretreat stains prior to washing. 

Best-
The Laundress","S-002, S-003, S-001, S-020","Bedding, Sheets & Towels",Sheets & Towels
6/25/2006,Roger,"Dear Laundress-
I have white towels, and even though I soak them overnight with oxyclean before each washing, they don't keep their whiteness for very long. Do you have a solution?","Dear Roger-
Are you soaking the towels in boiling water? Try soaking them in the oxyclean using boiling water and add a cup of white vinegar. Always wash in hot water.

I also suggest using our Whites Detergent as it has optical brighteners which will help maintain their whiteness.

We also use our Stain Solution and follow the ""pit stain"" recipe which I've included below for you.

Pretreat: Apply Stain Solution to the yellowed area and gently work it into the fabric. For tougher stains, sprinkle All-Purpose Bleach Alternative into the Stain Solution to create a powerful cleaning paste. Pouring hot water from a height will help work the solution into the fabric as well. Follow by soaking the towels in a bath of hot water and All-Purpose Bleach Alternative for roughly 30 minutes.

Wash: Machine wash in hot water and Whites Detergent which contains optical brightener. Adding All-Purpose Bleach Alternative directly to the drum of the machine will add a whitening boost.

Dry: Do not dry itmes that have any remaining stains. Once the stains are removed, it is safe to machine dry!

Best-
The Laundress","S-020, S-002, H-02, H-01","Bedding, Sheets & Towels",Sheets & Towels // Dinginess & Yellowing
5/31/2013,Chinh,"Dear Laundress-
I do not have much experience in the laundry department and need your help! I have a spa business and wash my clients used towels after each use. After washing a load of towels, I noticed a strange odor and blackening of the towels. Can this be due to essential oils worn by clients? ","Dear Chinh-
For stain removal, presoak the towels in hot water with the All-Purpose Bleach Alternative. You can combine with our enzyme-based Stain Solution to fight staining. 
                
We use our All-Purpose Bleach Alternative in every load of laundry.  The bleach alternative is an oxygen bleach that is unscented and color safe and is a natural stain remover and deodorizer. You can pour it directly into the washing machine with our Signature Detergent to help brighten your towels! 
 
Our Signature Detergent is formulated with enzymes to help keep your white clothes white. This product combines enzymes and stain fighting agents to lengthen the life of your fabrics. 

Do not be discouraged if your stains are not immediately removed after one wash. We often treat items a few times before getting optimal results, especially if the discoloration has set in over time. 

Best-
The Laundress
","H-01, S-020, S-001, S-002","Bedding, Sheets & Towels",Stains
4/15/2007,Susan,"Dear Laundress-
I have a couch with a microfiber material that attracts everything, especially hair.  I keep sheets on it because otherwise I would have to use a lint brush daily to get the pet hair off the couch.  When I put on the sheets, the static is so bad it takes two of us.  Would your products work to reduce the static on my sheets?  How often would I have to use it?  ","Dear Susan-

Our Static Solution will definitely help reduce the static you're experiencing. You can apply this as often as you see fit. I have a microfiber couch also and this product has helped me and doesn’t stain either.  

Best-
The Laundress","SMS-015, S-008, A-077","Bedding, Sheets & Towels",Static
7/18/2012,Lisa,"Dear Laundress-
I love your products! My daughter is moving to New York.  What do you suggest to prevent bed bugs? ","Dear Lisa-
Some preventative measures for bed bugs would be to wash absolutely everything prior to moving into the new apartment, and of course do a thorough cleaning of the apartment.  It’s always a good idea to call 311, as they will have a full listing of buildings that have had reports of bed bugs. And finally we do recommend purchasing the plastic mattress cover. In case there ever is an issue, the mattress will remain protected.  

Best-
The Laundress","A-029, A-014, A-065",Bug & Moth,Bed Bugs
11/22/2013,Nina,"Dear Laundress-
What are your best remedies to keep moths out of woolens?  After they have made their presence, how do you get rid of them? ","Dear Nina,
If you suspect that your closet has been infested by moths or just want to take the appropriate measures to prevent it from happening, please follow the steps below: 

Tips for moth prevention 
• Wash all garments at the beginning of a new season and before packing at the end of one
• Clean drawers for the new season by washing, vacuuming and re-organizing them 
• Place Natural Lavender Sachets and Scented Drawer Sheets in Cedar in drawers and clothing storage units as cedar and lavender are natural moth and bug repellants
• Spray clothing with the Wool & Cashmere Spray as cedar is a natural moth and bug repellant 
• Store clothing in breathable fabric such as cotton or linen that has a zipper such as the All-Purpose Storage Bag
• Make sure to never store clothing in plastic or cardboard or in damp/humid areas 

Tips for post moth attacks 
• Place infected clothing in airtight bags and freeze for 72 hours – the harsh temperatures will kill any lingering insects
• Vacuum, dust and wash shelves and floors as moths feed on dust, dirt and body oils 
• Launder all clothing after freezing and cleaning is complete – if you cannot launder at home, we recommend Slate NYC, a green dry cleaning/laundering service (see below for contact information)
• Clean machine after washing infected items 
• Repair holes caused by moths immediately – we recommend Alter Knit for this job (see below for contact information)
Slate NYC
107 Horatio Street
New York, NY 10014
(800) 573-8459
www.slatenyc.com

Alter Knit New York
245 W 29th Street, Suite 800
New York, NY 10001
(212) 473-6363
www.alterknitnewyork.com

I’ve included a link to our blog post which provides further detail on how to prevent and treat moth infestation in your closets! If you have any further questions, please let me know.
http://blog.thelaundress.com/wordpress/project/moth-silverfish-bug-prevention-plus-post-moth-care/ 

","C-006, C-014, DS-04, A-065",Bug & Moth,Moth Attack
12/4/2013,Lisa,"Dear Laundress-
How do you remove the scent of moth balls from clothing? I buy a lot of vintage and am also guilty of storing clothes with these nasty things!","Dear Lisa-
Eliminating the smell of mothballs from clothing can be a daunting task as mothballs are extremely stubborn!

For silk, wool and delicate items, I recommend soaking them in a bath of water and Scented Vinegar. Vinegar is known for its powerful cleansing properties that fight stains, buildup, odors and germs, so it will help rid your clothing of that potent mothball smell. The amount of vinegar added to the bath and the temperature of the water will vary according to the number of items being washed and their fabric composition. 

You can also add the vinegar directly to the washing drum (top loaders) or the detergent dispenser (front loaders) and run a wash cycle without detergent or softener. Follow the vinegar wash with a normal wash cycle.

When treating more durable fabrics such as cotton and linen, you can try soaking the items in a bath of hot water and All-Purpose Bleach Alternative for roughly 30 minutes. The All-Purpose Bleach Alternative is a nontoxic, fragrance-free alternative to chlorine bleach that is color friendly and will work to remove the odor as well. Treat the soak as a pretreating procedure and follow with a normal wash cycle after its completion.
","H-02, H-01, A-065, C-014",Bug & Moth,Moth Balls
8/27/2006,Roger,"Dear Laundress-
This is an inquiry about insect repellant products that can be added to laundry for protection, particularly for mosquitoes in highly infested areas.
 
","Dear Roger-
We don’t make a product that includes bug repellent. You can add citronella oil to your wash cycle. However, I know deet is supposed to be applied to the fabric not skin.

You can also try washing with our Wool & Cashmere Shampoo as the cedar scent naturally repels bugs and moths. For added protection, spray your clothing with Wool & Cashmere Spray which is also scented an cedar and will keep the yarns of your clothing fresh!

Best-
The Laundress","C-014, C-006, A-065",Bug & Moth,Moth Prevention
6/11/2012,Lisa,"Dear Laundress-
I have moth holes in my favorite wool designer suit on the upper sleeve: tragic!  When I lived in Washington DC, I used Parkway Cleaners for reweaving, and was mostly happy with their work.

I now live in the Boston area, and would like your recommendations as to the best reweaver you could recommend, wherever they are, hopefully in the USA!
","Dear Lisa-
We recommend Miriam at Alter Knit for reweaving your wool suit jacket. She is located here in New York and handles all of our personal repairs, as well as the repairs for our clients.  I’ve provided her contact information below. 

Alter Knit New York
245 W 29th Street, Suite 800
New York, NY 10001
(212) 473-6363
www.alterknitnewyork.com

Best-
The Laundress","C-006, C-014, DS-04, A-065",Bug & Moth,Repairing Moth Holes
2/7/2012,Katie,"Dear Laundress-
How do you recommend cleaning a wool blend men's suit?  We found bug damage to our wool sweaters, which are in the same closet as my husband's suits. The only damage I saw to his suits was one lapel with a shaved-looking spot on the surface.  Any special considerations we should account for given the potential for bugs? Also, can his suit be fixed? I just ordered your Wool & Cashmere Shampoo and Spray, and some Lavender sachets and cotton cube storage bags for better prevention!  ","Dear Katie,
Silverfish will leave the fabric with a ""shaved"" appearance on the surface. All clothing items should be laundered and the shelves vacuumed and wiped down as these bugs feed on dirt, dust and any body oils left on fabrics.  

You can launder men's suits with the Wool & Cashmere Shampoo in the machine on a delicate/woolen cycle with cold water.  Remove from the machine promptly and hang to dry, steaming while damp is best to reduce creasing.  For blazers be sure to use a sturdy hanger to support the shoulders and stuff the sleeves to help keep form.  I've linked our recipe for washing suits and blazers below. http://blog.thelaundress.com/wordpress/project/recipe-for-washing-suits-blazers/

Please note that blazers with viscose/rayon linings have the potential to shrink.  For these items we recommend Slate NYC, as they are a green dry cleaner.  Items that are in need of mending should be brought to a tailor. If you are in NYC we recommend Miriam at Alter Knit.  While she can repair almost any hole or snag, you will have to ask about repairs for the finish.  

To prevent the appearance of silverfish, be sure that clothing items are always laundered prior to being stored.  Clothing in seasonal storage should be kept in breathable cotton bags with a zip closure and placing lavender sachets in closets and storage is a natural way to repel bugs and moths. 

Best-
The Laundress
","C-006, C-014, DS-04, A-065, A-014",Bug & Moth,Silverfish
